Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,db0ba2e3-bf90-4f9c-a3ea-503dcb082b86,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,04:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Fluoride,"Fluoride, water, filtered",16984-48-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,441b49be-f1db-4878-a992-20af89179cb4,0.47,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ISE05,USDOI/USGS,"Anions, wf, ISE",,"DESCRIPTION: Anions, filtered water, ion-selective electrode; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 221-224. | USGS | I-2327-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-04,00950,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Nitrite,"Nitrite as nitrogen, water, filtered",14797-65-0,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,564c3f14-7e12-4fde-ba39-2f9bbf3a3cf3,0.043,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,CL041,USDOI/USGS,"Nutrients, wf, colorimetric",,"DESCRIPTION: Nutrients, water filtered, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 143-148. | USGS | I-2540-90",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2024-09-05,00613,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,735e5be3-5f5f-4c29-b7d4-b7650ac5f6c2,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,00:15:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Sulfate,"Sulfate, water, filtered",14808-79-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,1caa0b9e-ce21-4024-9c82-0bcffe2db464,76.1,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,IC022,USDOI/USGS,"Anions, wf, IC",,"DESCRIPTION: Anions, filtered water, ion chromatography; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 19-25. | USGS | I-2057-90 |<--->| American Public Health Association and American Water Works Association, 2012, Standard methods for the examination of water and wastewater (22d ed.): Washington, D.C., American Public Health Association, method 4110 B-2011, p. 4-5 through 4-7. | STDMETH | 4110 B-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-04,00945,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,a2b21455-b013-4bbb-a7be-9bc2c221acaa,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,06:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Bromide,"Bromide, water, filtered",24959-67-9,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,56c2eb4a-1c81-415e-baab-26f5a3675d32,0.10,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,CL030,USDOI/USGS,"Anions, wf, fluorescein, color",,"DESCRIPTION: Anions, filtered water, fluorescein, colorimetry; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 121-123. | USGS | I-2129-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,71870,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,999da556-6066-411e-bb1f-5df1a0780a45,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,09:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius, laboratory",,,Unfiltered,,,,,,,,,,,,,,,,,,,5cc66918-4c9e-492e-a415-e770c9dcce5d,736,uS/cm,,Provisional,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,WHT03,USDOI/USGS,"Specific cond, lab, autom bridge",,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2024-09-05,90095,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Orthophosphate,"Orthophosphate as orthophosphate, water, filtered",14265-44-2,as PO4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,46e482ab-ac89-4d0a-b75c-d0b39f2070b8,0.665,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2024-09-05,00660,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Organic Nitrogen,"Organic nitrogen as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,7f578f4c-a594-4694-a685-b432acc6a2c0,0.17,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2024-09-04,00607,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,db0ba2e3-bf90-4f9c-a3ea-503dcb082b86,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,04:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Sulfate,"Sulfate, water, filtered",14808-79-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,fbc6e787-d0d0-431b-b462-a62df9881c3e,78.9,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,IC022,USDOI/USGS,"Anions, wf, IC",,"DESCRIPTION: Anions, filtered water, ion chromatography; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 19-25. | USGS | I-2057-90 |<--->| American Public Health Association and American Water Works Association, 2012, Standard methods for the examination of water and wastewater (22d ed.): Washington, D.C., American Public Health Association, method 4110 B-2011, p. 4-5 through 4-7. | STDMETH | 4110 B-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00945,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,999da556-6066-411e-bb1f-5df1a0780a45,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,09:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Fluoride,"Fluoride, water, filtered",16984-48-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,c3cf7dde-fa04-4fab-949b-bee3dc62f18a,0.50,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ISE05,USDOI/USGS,"Anions, wf, ISE",,"DESCRIPTION: Anions, filtered water, ion-selective electrode; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 221-224. | USGS | I-2327-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00950,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Agency analyzing sample,Agency analyzing sample,,,,,,,,,,,,,,,,,,,,,,2faa4df6-6f6f-4c2a-add9-9d9c62afab6b,"80020 - USGS-National Water Quality Lab, Denver, CO",,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Information,Federal/US Government,2024-09-05,00028,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,999da556-6066-411e-bb1f-5df1a0780a45,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,09:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Chloride,"Chloride, water, filtered",16887-00-6,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,bf9d7c87-9499-4005-9c9c-8188793fb75d,57.2,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,IC022,USDOI/USGS,"Anions, wf, IC",,"DESCRIPTION: Anions, filtered water, ion chromatography; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 19-25. | USGS | I-2057-90 |<--->| American Public Health Association and American Water Works Association, 2012, Standard methods for the examination of water and wastewater (22d ed.): Washington, D.C., American Public Health Association, method 4110 B-2011, p. 4-5 through 4-7. | STDMETH | 4110 B-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00940,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,2a75e4b4-15cb-41e9-9dca-a283c07379f1,706,uS/cm,,Provisional,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2024-09-04,00095,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,db0ba2e3-bf90-4f9c-a3ea-503dcb082b86,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,04:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius, laboratory",,,Unfiltered,,,,,,,,,,,,,,,,,,,7b9b2845-e86c-4923-a4a3-00ce260965fe,707,uS/cm,,Provisional,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,WHT03,USDOI/USGS,"Specific cond, lab, autom bridge",,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2024-09-04,90095,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Deuterium/Hydrogen ratio,"delta hydrogen-2/hydrogen-1, water, unfiltered",7782-39-0,,Unfiltered,,,,,,,,,,,,,,,,,,,a594a4e6-b640-4b4b-8578-1322845f569f,-53.50,per mil,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,MS007,USDOI/USGS,"Deuterium/Protium, wu, MS",,"DESCRIPTION: Deuterium/Protium, Water, Unfiltered, by Mass Spectrometry; CITATION(S): Revesz, Kinga, and Coplen, T.B., 2008, Determination of the d(2H/1H) of water-- RSIL lab code 1574, chap. C1 of Revesz, Kinga, and Coplen, T.B., eds., Methods of the Reston Stable Isotope Laboratory: U.S. Geological Survey Techniques and Methods 10-C1, 27 p. | USGS ",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Stable Isotopes,Federal/US Government,2024-09-05,82082,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Oxygen-18/Oxygen-16 ratio,"delta oxygen-18/oxygen-16, water, unfiltered, relative to Vienna Standard Mean Ocean Water (VSMOW) standard",14797-71-8,,Unfiltered,,,,,,,,,,,,,,,,,,,5b0a28e4-2a3d-426a-ad02-a2311f3b9794,-7.54,per mil,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,MS020,USDOI/USGS,"Oxygen-18/16, wu, by MS",,"DESCRIPTION: Oxygen-18/16, Water, Unfiltered, by Mass Spectrometry; CITATION(S): Revesz, Kinga, and Coplen, T.B., 2008, Determination of the d(2H/1H) of water-- RSIL lab code 1574, chap. C1 of Revesz, Kinga, and Coplen, T.B., eds., Methods of the Reston Stable Isotope Laboratory: U.S. Geological Survey Techniques and Methods 10-C1, 27 p. | USGS ",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Stable Isotopes,Federal/US Government,2024-09-04,82085,
