PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,PHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,SUBSPECIES,NON_NATIVE,CLADOCERA_SIZE,NET_SIZECLS_NEW,FFG,NON_TARGET
8/13/2024,1128,DAPHNIA DUBIA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,DUBIA,,,LARGE,COARSE,HERB,
8/13/2024,1129,DAPHNIA EXILIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,EXILIS,,,LARGE,COARSE,HERB,
8/13/2024,1130,DAPHNIA GALEATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,GALEATA,,,LARGE,COARSE,HERB,
8/13/2024,1131,DAPHNIA GALEATA MENDOTAE,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,GALEATA,MENDOTAE,,LARGE,COARSE,HERB,
8/13/2024,1132,DAPHNIA LAEVIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,LAEVIS,,,LARGE,COARSE,HERB,
8/13/2024,1133,DAPHNIA LONGIREMIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,LONGIREMIS,,,LARGE,COARSE,HERB,
8/13/2024,1134,DAPHNIA LUMHOLTZI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,LUMHOLTZI,,ALL,LARGE,COARSE,HERB,
8/13/2024,1135,DAPHNIA MAGNA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,MAGNA,,,LARGE,COARSE,HERB,
8/13/2024,1136,DAPHNIA MIDDENDORFFIANA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,MIDDENDORFFIANA,,,LARGE,COARSE,HERB,
8/13/2024,1137,DAPHNIA MINNEHAHA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,MINNEHAHA,,,LARGE,COARSE,HERB,
8/13/2024,1138,DAPHNIA PARVULA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,PARVULA,,,LARGE,COARSE,HERB,
8/13/2024,1139,DAPHNIA PILEATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,PILEATA,,,LARGE,COARSE,HERB,
8/13/2024,1140,DAPHNIA PROLATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,PROLATA,,,LARGE,COARSE,HERB,
8/13/2024,1141,DAPHNIA PULEX,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,PULEX,,,LARGE,COARSE,HERB,
8/13/2024,1142,DAPHNIA PULICARIA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,PULICARIA,,,LARGE,COARSE,HERB,
8/13/2024,1143,DAPHNIA RETROCURVA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,RETROCURVA,,,LARGE,COARSE,HERB,
8/13/2024,1144,DAPHNIA ROSEA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,ROSEA,,,LARGE,COARSE,HERB,
8/13/2024,1145,DAPHNIA SCHODLERI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,SCHODLERI,,,LARGE,COARSE,HERB,
8/13/2024,1146,DAPHNIA THORATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,THORATA,,,LARGE,COARSE,HERB,
8/13/2024,1147,DIACYCLOPS LANGUIDOIDES,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,DIACYCLOPS,LANGUIDOIDES,,,,COARSE,OMNI,
8/13/2024,1148,DIACYCLOPS NAVUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,DIACYCLOPS,NAVUS,,,,COARSE,OMNI,
8/13/2024,1149,DIACYCLOPS THOMASI,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,DIACYCLOPS,THOMASI,,,,COARSE,OMNI,
8/13/2024,1150,DIAPHANOSOMA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,DIAPHANOSOMA,,,,LARGE,COARSE,HERB,
8/13/2024,1151,DIAPHANOSOMA BIRGEI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,DIAPHANOSOMA,BIRGEI,,,LARGE,COARSE,HERB,
8/13/2024,1152,DIAPHANOSOMA BRACHYURUM,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,DIAPHANOSOMA,BRACHYURUM,,,LARGE,COARSE,HERB,
8/13/2024,1153,DIAPTOMIDAE,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,,,,,,COARSE,HERB,
8/13/2024,1154,DIAPTOMUS DORSALIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,DIAPTOMUS,DORSALIS,,,,COARSE,HERB,
8/13/2024,1155,DIPLEUCHLANIS PROPATULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,DIPLEUCHLANIS,PROPATULA,,,,FINE,HERB,
8/13/2024,1156,DISPARALONA HAMATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,DISPARALONA,HAMATA,,,SMALL,COARSE,HERB,
8/13/2024,1157,DISSOTROCHA,ROTIFERA,EUROTATORIA,BDELLOIDEA,,,PHILODINIDAE,,DISSOTROCHA,,,,,FINE,HERB,
8/13/2024,1158,DISSOTROCHA ACULEATA,ROTIFERA,EUROTATORIA,BDELLOIDEA,,,PHILODINIDAE,,DISSOTROCHA,ACULEATA,,,,FINE,HERB,
8/13/2024,1159,DREISSENA,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,,DREISSENIDAE,,DREISSENA,,,,,COARSE,HERB,
8/13/2024,1160,DREISSENA BUGENSIS,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,,DREISSENIDAE,,DREISSENA,BUGENSIS,,,,COARSE,,
8/13/2024,1161,DREISSENA POLYMORPHA,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,,DREISSENIDAE,,DREISSENA,POLYMORPHA,,ALL,,COARSE,HERB,
8/13/2024,1162,DREPANOTHRIX DENTATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,DREPANOTHRIX,DENTATA,,,LARGE,COARSE,HERB,
8/13/2024,1163,DUNHEVEDIA CRASSA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,DUNHEVEDIA,CRASSA,,,SMALL,COARSE,HERB,
8/13/2024,1164,ENCENTRUM,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,DICRANOPHORIDAE,,ENCENTRUM,,,,,FINE,OMNI,
8/13/2024,1165,EPIPHANES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,EPIPHANES,,,,,FINE,OMNI,
8/13/2024,1166,EPIPHANES CLAVATULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,EPIPHANES,CLAVATULA,,,,FINE,OMNI,
8/13/2024,1167,EPIPHANES MACROURA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,EPIPHANES,MACROURA,,,,FINE,OMNI,
8/13/2024,1168,EPIPHANES PELAGICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,EPIPHANES,PELAGICA,,,,FINE,OMNI,
8/13/2024,1169,EPISCHURA,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,EPISCHURA,,,,,COARSE,OMNI,
8/13/2024,1170,EPISCHURA FLUVIATILIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,EPISCHURA,FLUVIATILIS,,,,COARSE,OMNI,
8/13/2024,1171,EPISCHURA LACUSTRIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,EPISCHURA,LACUSTRIS,,,,COARSE,OMNI,
8/13/2024,1172,EPISCHURA NEVADENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,EPISCHURA,NEVADENSIS,,,,COARSE,OMNI,
8/13/2024,1173,EPISCHURA NORDENSKIOLDI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,EPISCHURA,NORDENSKIOLDI,,,,COARSE,OMNI,
8/13/2024,1174,ERGASILIDAE,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,,,,,,COARSE,OMNI,
8/13/2024,1175,ERGASILUS,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,ERGASILUS,,,,,COARSE,OMNI,
8/13/2024,1176,ERGASILUS ARTHROSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,ERGASILUS,ARTHROSIS,,,,COARSE,OMNI,
8/13/2024,1177,ERGASILUS MEGACEROS,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,ERGASILUS,MEGACEROS,,,,COARSE,OMNI,
8/13/2024,1178,ERGASILUS VERSICOLOR,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,ERGASILUS,VERSICOLOR,,,,COARSE,OMNI,
8/13/2024,1179,EUBOSMINA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,BOSMINIDAE,,EUBOSMINA,,,,SMALL,COARSE,HERB,
8/13/2024,1180,EUBOSMINA COREGONI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,BOSMINIDAE,,EUBOSMINA,COREGONI,,,SMALL,COARSE,HERB,
8/13/2024,1181,EUBOSMINA HAGMANNI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,BOSMINIDAE,,EUBOSMINA,HAGMANNI,,,SMALL,COARSE,HERB,
8/13/2024,1182,EUBOSMINA LONGISPINA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,BOSMINIDAE,,EUBOSMINA,LONGISPINA,,,SMALL,COARSE,HERB,
8/13/2024,1183,EUBOSMINA TUBICEN,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,BOSMINIDAE,,EUBOSMINA,TUBICEN,,,SMALL,COARSE,HERB,
8/13/2024,1184,EUCHLANIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,,,,,FINE,HERB,
8/13/2024,1185,EUCHLANIS ALATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,ALATA,,,,FINE,HERB,
8/13/2024,1186,EUCHLANIS CALPIDIA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,CALPIDIA,,,,FINE,HERB,
8/13/2024,1187,EUCHLANIS DILATATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,DILATATA,,,,FINE,HERB,
8/13/2024,1188,EUCHLANIS MENETA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,MENETA,,,,FINE,HERB,
8/13/2024,1189,EUCHLANIS PARVA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,PARVA,,,,FINE,HERB,
8/13/2024,1190,EUCHLANIS PROPATULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,PROPATULA,,,,FINE,HERB,
8/13/2024,1191,EUCHLANIS TRIQUETRA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,EUCHLANIS,TRIQUETRA,,,,FINE,HERB,
8/13/2024,1192,EUCYCLOPS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,EUCYCLOPS,,,,,COARSE,OMNI,
8/13/2024,1193,EUCYCLOPS AGILIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,EUCYCLOPS,AGILIS,,,,COARSE,OMNI,
8/13/2024,1194,EUCYCLOPS AGILIS MONTANUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,EUCYCLOPS,AGILIS,MONTANUS,,,COARSE,OMNI,
8/13/2024,1195,EUCYCLOPS ELEGANS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,EUCYCLOPS,ELEGANS,,,,COARSE,OMNI,
8/13/2024,1196,EUCYCLOPS PECTINIFER,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,EUCYCLOPS,PECTINIFER,,,,COARSE,OMNI,
8/13/2024,1197,EUCYCLOPS PRIONOPHORUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,EUCYCLOPS,PRIONOPHORUS,,,,COARSE,OMNI,
8/13/2024,1198,EURYCERCUS LAMELLATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,EURYCERCUS,LAMELLATUS,,,SMALL,COARSE,HERB,
8/13/2024,1199,EURYCERCUS LONGIROSTRIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,EURYCERCUS,LONGIROSTRIS,,,SMALL,COARSE,HERB,
8/13/2024,1200,EURYTEMORA AFFINIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,EURYTEMORA,AFFINIS,,ALL,,COARSE,HERB,
8/13/2024,1201,FILINIA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,,,,,FINE,OMNI,
8/13/2024,1202,FILINIA LIMNETICA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,LIMNETICA,,,,FINE,OMNI,
8/13/2024,1203,FILINIA LONGISETA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,LONGISETA,,,,FINE,OMNI,
8/13/2024,1204,FILINIA NOVAEZEALANDIAE,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,NOVAEZEALANDIAE,,,,FINE,OMNI,
8/13/2024,1205,FILINIA OPOLIENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,OPOLIENSIS,,,,FINE,OMNI,
8/13/2024,1206,FILINIA PEJLERI,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,PEJLERI,,,,FINE,OMNI,
8/13/2024,1207,FILINIA SALTATOR,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,SALTATOR,,,,FINE,OMNI,
8/13/2024,1208,FILINIA TERMINALIS,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FILINIIDAE,,FILINIA,TERMINALIS,,,,FINE,OMNI,
8/13/2024,1209,FLOSCULARIIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,,,,,,FINE,HERB,
8/13/2024,1210,GASTROPUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,GASTROPODIDAE,,GASTROPUS,,,,,FINE,HERB,
8/13/2024,1211,GASTROPUS HYPTOPUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,GASTROPODIDAE,,GASTROPUS,HYPTOPUS,,,,FINE,HERB,
8/13/2024,1212,GASTROPUS MINOR,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,GASTROPODIDAE,,GASTROPUS,MINOR,,,,FINE,HERB,
8/13/2024,1213,GASTROPUS STYLIFER,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,GASTROPODIDAE,,GASTROPUS,STYLIFER,,,,FINE,HERB,
8/13/2024,1214,GRAPTOLEBERIS TESTUDINARIA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,GRAPTOLEBERIS,TESTUDINARIA,,,SMALL,COARSE,HERB,
8/13/2024,1215,HARPACTICOIDA,ARTHROPODA,MAXILLOPODA,COPEPODA,HARPACTICOIDA,,,,,,,,,COARSE,HERB,
8/13/2024,1216,HARRINGIA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,ASPLANCHNIDAE,,HARRINGIA,,,,,FINE,OMNI,
8/13/2024,1217,HEMIGRAPSUS SANGUINEUS,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,,VARUNIDAE,,HEMIGRAPSUS,SANGUINEUS,,,,COARSE,,Y
8/13/2024,1218,HESPERODIAPTOMUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,HESPERODIAPTOMUS,,,,,COARSE,HERB,
8/13/2024,1219,HESPERODIAPTOMUS KENAI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,HESPERODIAPTOMUS,KENAI,,,,COARSE,HERB,
8/13/2024,1220,HESPERODIAPTOMUS NEVADENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,HESPERODIAPTOMUS,NEVADENSIS,,,,COARSE,HERB,
8/13/2024,1221,HETEROLEPADELLA EHRENBERGI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,HETEROLEPADELLA,EHRENBERGI,,,,FINE,OMNI,
8/13/2024,1222,HEXARTHRA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,HEXARTHRIDAE,,HEXARTHRA,,,,,FINE,OMNI,
8/13/2024,1223,HEXARTHRA FENNICA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,HEXARTHRIDAE,,HEXARTHRA,FENNICA,,,,FINE,OMNI,
8/13/2024,1224,HEXARTHRA INTERMEDIA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,HEXARTHRIDAE,,HEXARTHRA,INTERMEDIA,,,,FINE,OMNI,
8/13/2024,1225,HEXARTHRA INTERMEDIA BRASILIENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,HEXARTHRIDAE,,HEXARTHRA,INTERMEDIA,BRASILIENSIS,,,FINE,OMNI,
8/13/2024,1226,HEXARTHRA JENKINAE,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,HEXARTHRIDAE,,HEXARTHRA,JENKINAE,,,,FINE,OMNI,
8/13/2024,1227,HEXARTHRA MIRA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,HEXARTHRIDAE,,HEXARTHRA,MIRA,,,,FINE,OMNI,
8/13/2024,1228,HEXARTHRA POLYDONTA SOAPLAKEIENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,HEXARTHRIDAE,,HEXARTHRA,POLYDONTA,SOAPLAKEIENSIS,,,FINE,OMNI,
8/13/2024,1229,HOLOPEDIUM,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,HOLOPEDIIDAE,,HOLOPEDIUM,,,,LARGE,COARSE,HERB,
8/13/2024,1230,HOLOPEDIUM ACIDOPHILUM,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,HOLOPEDIIDAE,,HOLOPEDIUM,ACIDOPHILUM,,,LARGE,COARSE,HERB,
8/13/2024,1231,HOLOPEDIUM ATLANTICUM,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,HOLOPEDIIDAE,,HOLOPEDIUM,ATLANTICUM,,,LARGE,COARSE,HERB,
8/13/2024,1232,HOLOPEDIUM GIBBERUM,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,HOLOPEDIIDAE,,HOLOPEDIUM,GIBBERUM,,,LARGE,COARSE,HERB,
8/13/2024,1233,HOLOPEDIUM GLACIALIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,HOLOPEDIIDAE,,HOLOPEDIUM,GLACIALIS,,,LARGE,COARSE,HERB,
8/13/2024,1234,HYDRACARINA,ARTHROPODA,ARACHNIDA,ACARI,TROMBIDIFORMES,,,,,,,,,COARSE,,
8/13/2024,1235,ILYOCRYPTUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,ILYOCRIPTIDAE,,ILYOCRYPTUS,,,,SMALL,COARSE,HERB,
8/13/2024,1236,ILYOCRYPTUS ACUTIFRONS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,ILYOCRIPTIDAE,,ILYOCRYPTUS,ACUTIFRONS,,,SMALL,COARSE,HERB,
8/13/2024,1237,ILYOCRYPTUS SORDIDUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,ILYOCRIPTIDAE,,ILYOCRYPTUS,SORDIDUS,,,SMALL,COARSE,HERB,
8/13/2024,1238,ILYOCRYPTUS SPINIFER,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,ILYOCRIPTIDAE,,ILYOCRYPTUS,SPINIFER,,,SMALL,COARSE,HERB,
8/13/2024,1239,KARUALONA KARUA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,KARUALONA,KARUA,,,SMALL,COARSE,HERB,
8/13/2024,1240,KELLICOTTIA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KELLICOTTIA,,,,,FINE,OMNI,
8/13/2024,1241,KELLICOTTIA BOSTONIENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KELLICOTTIA,BOSTONIENSIS,,,,FINE,OMNI,
8/13/2024,1242,KELLICOTTIA LONGISPINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KELLICOTTIA,LONGISPINA,,,,FINE,OMNI,
8/13/2024,1243,KERATELLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,,,,,FINE,HERB,
8/13/2024,1244,KERATELLA AMERICANA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,AMERICANA,,,,FINE,HERB,
8/13/2024,1245,KERATELLA COCHLEARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,COCHLEARIS,,,,FINE,HERB,
8/13/2024,1246,KERATELLA COCHLEARIS FALUTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,COCHLEARIS,FALUTA,,,FINE,HERB,
8/13/2024,1247,KERATELLA COCHLEARIS HISPIDA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,COCHLEARIS,HISPIDA,,,FINE,HERB,
8/13/2024,1248,KERATELLA COCHLEARIS ROBUSTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,COCHLEARIS,ROBUSTA,,,FINE,HERB,
8/13/2024,1249,KERATELLA COCHLEARIS TECTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,COCHLEARIS,TECTA,,,FINE,HERB,
8/13/2024,1250,KERATELLA CRASSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,CRASSA,,,,FINE,HERB,
8/13/2024,1251,KERATELLA EARLINAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,EARLINAE,,,,FINE,HERB,
8/13/2024,1252,KERATELLA HIEMALIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,HIEMALIS,,,,FINE,HERB,
8/13/2024,1253,KERATELLA MIXTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,MIXTA,,,,FINE,HERB,
8/13/2024,1254,KERATELLA QUADRATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,QUADRATA,,,,FINE,HERB,
8/13/2024,1255,KERATELLA QUADRATA DISPERSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,QUADRATA,DISPERSA,,,FINE,HERB,
8/13/2024,1256,KERATELLA SERRULATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,SERRULATA,,,,FINE,HERB,
