PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LINE,SAMPLE_TYPE,DEPTH,ARRIVAL_TIME,CALIBRATION_VERIFIED,CONDUCTIVITY,CONDUCTIVITY_NARS_COMMENT,CONDUCTIVITY_NARS_FLAG,DEPTH_METHOD,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,ODOR_DESC,OXYGEN,OXYGEN_NARS_COMMENT,OXYGEN_NARS_FLAG,PH,PH_NARS_COMMENT,PH_NARS_FLAG,PRECIPITATION,REVIEW,SCUM,SCUM_DESC,SURFACE_COND,TEMPERATURE,TEMPERATURE_NARS_COMMENT,TEMPERATURE_NARS_FLAG,COMMENT
8/13/2024,2020438,NLA_ME-10068,NLA22_ME-10002,1,6/15/2022,ME,1,PROF,0.2,,,39,,,,,,,,,,,,,8.9,,,7.7,,,,,,,,25.1,,,
8/13/2024,2020438,NLA_ME-10068,NLA22_ME-10002,1,6/15/2022,ME,3,PROF,1,,,39,,,,,,,,,,T,,,9.6,,,7.4,,,,,,,,23.4,,,
8/13/2024,2020438,NLA_ME-10068,NLA22_ME-10002,1,6/15/2022,ME,4,PROF,1.5,,,39,,,,,,,,,,,,,9.8,,,7.1,,,,,,,,21.7,,,
8/13/2024,2020438,NLA_ME-10068,NLA22_ME-10002,1,6/15/2022,ME,0,PROF,,14:34,,,,NR,SONAR,Y,Y,3D,43.97306,-69.49622,2.9,,,,,,,,,,NONE,Y,,,RIPPLES,,,,
8/13/2024,2020438,NLA_ME-10068,NLA22_ME-10002,1,6/15/2022,ME,2,PROF,0.5,,,39,,,,,,,,,,,,,9.3,,,7.4,,,,,,,,25,,,
8/13/2024,2020438,NLA_ME-10068,NLA22_ME-10002,1,6/15/2022,ME,5,PROF,2,,,39,,,,,,,,,,,,,5.4,,,5.9,,,,,,,,18.9,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,7,PROF,7,,,,,NR,,,,,,,,,,,1.36,,,7.49,,,,,,,,21.5,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,10,PROF,10,,,,,NR,,,,,,,,B,,,0.6,,,7.38,,,,,,,,19.16,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,9,PROF,9,,,,,NR,,,,,,,,,,,0.68,,,7.41,,,,,,,,20.25,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,8,PROF,8,,,,,NR,,,,,,,,T,,,0.83,,,7.43,,,,,,,,20.61,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,0,PROF,0.1,6:49,,,,NR,SONAR,Y,,3D,32.788194,-117.04212,13.5,,,,9.81,,,8.62,,,NONE,Y,,,FLAT,24.7,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,12,PROF,12,,,,,NR,,,,,,,,,,,0.53,,,7.35,,,,,,,,17.82,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,3,PROF,3,,,,,NR,,,,,,,,,,,10.23,,,8.55,,,,,,,,23.97,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,11,PROF,11,,,,,NR,,,,,,,,,,,0.55,,,7.36,,,,,,,,18.53,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,2,PROF,2,,,,,NR,,,,,,,,,,,9.86,,,8.63,,,,,,,,24.76,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,13,PROF,13,,,,,NR,,,,,,,,,,,0.51,,,7.35,,,,,,,,17.52,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,6,PROF,6,,,,,NR,,,,,,,,,,,4.8,,,7.75,,,,,,,,22.35,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,5,PROF,5,,,,,NR,,,,,,,,,,,8.33,,,8.21,,,,,,,,23.15,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,4,PROF,4,,,,,NR,,,,,,,,,,,9.34,,,8.43,,,,,,,,23.44,,,
8/13/2024,2020439,NLA_CA-10256,NLA22_CA-10097,1,6/15/2022,CA,1,PROF,1,,,,,NR,,,,,,,,,,,9.85,,,8.63,,,,,,,,24.75,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,3,PROF,3,,,,,NR,,,,,,,,,,,8.39,,,8.39,,,,,,,,25.31,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,10,PROF,10,,,,,NR,,,,,,,,,,,0.46,,,7.34,,,,,,,,15.2,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,11,PROF,11,,,,,NR,,,,,,,,,,,0.44,,,7.36,,,,,,,,14.42,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,12,PROF,12,,,,,NR,,,,,,,,,,,0.45,,,7.36,,,,,,,,13.72,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,6,PROF,6,,,,,NR,,,,,,,,,,,1.27,,,7.61,,,,,,,,20.51,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,2,PROF,2,,,,,NR,,,,,,,,,,,8.38,,,8.38,,,,,,,,25.36,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,7,PROF,7,,,,,NR,,,,,,,,,,,0.67,,,7.53,,,,,,,,18.89,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,14,PROF,14,,,,,NR,,,,,,,,,,,0.41,,,7.35,,,,,,,,12.53,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,8,PROF,8,,,,,NR,,,,,,,,,,,0.5,,,7.45,,,,,,,,17.61,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,0,PROF,0.1,9:37,,,,NR,SONAR,Y,,,32.785813,-116.778189,16,,,,8.76,,,8.34,,,NONE,Y,,,RIPPLES,25.49,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,15,PROF,15,,,,,NR,,,,,,,,,,,0.4,,,7.35,,,,,,,,12.44,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,16,PROF,15.5,,,,,NR,,,,,,,,,,,0.4,,,7.35,,,,,,,,12.32,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,9,PROF,9,,,,,NR,,,,,,,,B,,,0.48,,,7.39,,,,,,,,15.8,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,4,PROF,4,,,,,NR,,,,,,,,,,,8.29,,,8.29,,,,,,,,24.41,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,5,PROF,5,,,,,NR,,,,,,,,T,,,2.36,,,7.81,,,,,,,,22.02,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,1,PROF,1,,,,,NR,,,,,,,,,,,8.78,,,8.37,,,,,,,,25.48,,,
8/13/2024,2020440,NLA_CA-10173,NLA22_CA-10016,1,6/14/2022,CA,13,PROF,13,,,,,NR,,,,,,,,,,,0.43,,,7.35,,,,,,,,12.86,,,
8/13/2024,2020441,NLA_NJ-10024,NLA22_NJ-10004,1,6/15/2022,NJ,2,PROF,1,,,,,NR,,,,,,,,T,,,2.03,,,4.63,,,,,,,,20.7,,,
8/13/2024,2020441,NLA_NJ-10024,NLA22_NJ-10004,1,6/15/2022,NJ,1,PROF,0.5,,,,,NR,,,,,,,,,,,3.06,,,4.54,,,,,,,,21.1,,,
8/13/2024,2020441,NLA_NJ-10024,NLA22_NJ-10004,1,6/15/2022,NJ,3,PROF,1.5,,,,,NR,,,,,,,,B,,,0.33,,,4.88,,,,,,,,19.5,,,
8/13/2024,2020441,NLA_NJ-10024,NLA22_NJ-10004,1,6/15/2022,NJ,0,PROF,0.1,9:39,,,,NR,SONAR,Y,,3D,41.107217,-74.893005,2,,,,3.41,,,4.48,,,NONE,Y,,,FLAT,21.8,,,
8/13/2024,2020442,NLA_VA-10090,NLA22_VA-10029,1,6/15/2022,VA,4,PROF,4,,,140,,,,,,,,,,B,,,0.18,,,6.84,,,,,,,,16.56,,,
8/13/2024,2020442,NLA_VA-10090,NLA22_VA-10029,1,6/15/2022,VA,1,PROF,1,,,88,,,,,,,,,,T,,,9.64,,,9.01,,,,,,,,27.66,,,
8/13/2024,2020442,NLA_VA-10090,NLA22_VA-10029,1,6/15/2022,VA,3,PROF,3,,,119,,,,,,,,,,,,,0.22,,,6.78,,,,,,,,19.35,,,
8/13/2024,2020442,NLA_VA-10090,NLA22_VA-10029,1,6/15/2022,VA,2,PROF,2,,,87,,,,,,,,,,,,,0.37,,,6.91,,,,,,,,23.76,,,
8/13/2024,2020442,NLA_VA-10090,NLA22_VA-10029,1,6/15/2022,VA,5,PROF,4.2,,,149,,,,,,,,,,,,,0.15,,,6.89,,,,,,,,16.22,,,
8/13/2024,2020442,NLA_VA-10090,NLA22_VA-10029,1,6/15/2022,VA,0,PROF,0.1,10:32,,92,,,LINE,Y,,3D,37.15676,-77.98007,4.7,,,,12.69,,,9.5,,,NONE,Y,,,FLAT,29.12,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,1,PROF,1,,,391,,,,,,,,,,,,,12.28,,,8.74,,,,,,,,25.8,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,3,PROF,3,,,422,,,,,,,,,,,,,5.6,,,8.2,,,,,,,,23.6,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,8,PROF,8,,,418,,,,,,,,,,,,,0,,,7.6,,,,,,,,16.2,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,10,PROF,10,,,438.6,,,,,,,,,,,,,0,,,7.62,,,,,,,,13.74,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,0,PROF,0.1,12:50,,397,,,SONAR,Y,,3D,40.07463,-86.0505,11.4,,,,14.2,,,8.8,,,NONE,,,,RIPPLES,26.6,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,11,PROF,10.9,,,446.87,,,,,,,,,,,,,0,,,7.59,,,,,,,,12.76,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,9,PROF,9,,,423.5,,,,,,,,,,,,,0,,,7.63,,,,,,,,14.9,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,2,PROF,2,,,414,,,,,,,,,,,,,7.3,,,8.3,,,,,,,,23.8,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,4,PROF,4,,,427,,,,,,,,,,,,,0.95,,,7.78,,,,,,,,22.08,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,6,PROF,6,,,424,,,,,,,,,,,,,0,,,7.68,,,,,,,,19.44,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,5,PROF,5,,,427,,,,,,,,,,,,,0.06,,,7.72,,,,,,,,21.64,,,
8/13/2024,2020443,NLA_IN-10054,NES22-10071,1,6/15/2022,IN,7,PROF,7,,,420,,,,,,,,,,,,,0,,,7.65,,,,,,,,17.11,,,
8/13/2024,2020444,NLA_MA-10030,NLA22_MA-10012,1,6/15/2022,MA,1,PROF,0.5,,,276,,,,,,,,,,,,,7.3,,,7.2,,,,,,,,23.2,,,
8/13/2024,2020444,NLA_MA-10030,NLA22_MA-10012,1,6/15/2022,MA,3,PROF,1.5,,,307,,,,,,,,,,,,,2.6,,,6.6,,,,,,,,20.9,,,
8/13/2024,2020444,NLA_MA-10030,NLA22_MA-10012,1,6/15/2022,MA,4,PROF,1.7,,,333,,,,,,,,,,,,,1.5,,,6.5,,,,,,,,20,,,
8/13/2024,2020444,NLA_MA-10030,NLA22_MA-10012,1,6/15/2022,MA,0,PROF,0.1,11:12,,280,,,SONAR,Y,,3D,42.71426,-71.09895,2.2,,,,7.5,,,7.5,,,NONE,Y,,,FLAT,24.1,,,
8/13/2024,2020444,NLA_MA-10030,NLA22_MA-10012,1,6/15/2022,MA,2,PROF,1,,,273,,,,,,,,,,,,,6.2,,,7,,,,,,,,22.7,,,
8/13/2024,2020445,NLA_FL-10141,NLA22_FL-10032,1,6/14/2022,FL,4,PROF,4,,,,,NR,,,,,,,,T,,,4.52,,,,Field and lab pH difference greater than 2 units,Q,,,,,,27.5,,,
8/13/2024,2020445,NLA_FL-10141,NLA22_FL-10032,1,6/14/2022,FL,6,PROF,5.6,,,,,NR,,,,,,,,B,,,0.07,,,,Field and lab pH difference greater than 2 units,Q,,,,,,22.7,,,
8/13/2024,2020445,NLA_FL-10141,NLA22_FL-10032,1,6/14/2022,FL,3,PROF,3,,,,,NR,,,,,,,,,,,5.34,,,,Field and lab pH difference greater than 2 units,Q,,,,,,28.2,,,
8/13/2024,2020445,NLA_FL-10141,NLA22_FL-10032,1,6/14/2022,FL,2,PROF,2,,,,,NR,,,,,,,,,,,5.66,,,,Field and lab pH difference greater than 2 units,Q,,,,,,28.7,,,
8/13/2024,2020445,NLA_FL-10141,NLA22_FL-10032,1,6/14/2022,FL,0,PROF,0.1,9:31,,,,NR,SONAR,Y,,3D,29.16505,-81.63135,6.1,,,,5.99,,,,Field and lab pH difference greater than 2 units,Q,NONE,Y,,,RIPPLES,29.4,,,
8/13/2024,2020445,NLA_FL-10141,NLA22_FL-10032,1,6/14/2022,FL,5,PROF,5,,,,,NR,,,,,,,,,,,0.73,,,,Field and lab pH difference greater than 2 units,Q,,,,,,25,,,
8/13/2024,2020445,NLA_FL-10141,NLA22_FL-10032,1,6/14/2022,FL,1,PROF,1,,,,,NR,,,,,,,,,,,5.23,,,,Field and lab pH difference greater than 2 units,Q,,,,,,29.1,,,
8/13/2024,2020446,NLA_GA-10057,NLA22_GA-10009,1,6/15/2022,GA,1,PROF,0.5,,,135.7,,,,,,,,,,,,,3.93,,,6.26,,,,,,,,26.5,,,
8/13/2024,2020446,NLA_GA-10057,NLA22_GA-10009,1,6/15/2022,GA,0,PROF,0.1,11:11,,103.6,,,LINE,Y,,3D,31.75567,-83.50027,1.52,T,,,5.04,,,6.25,,,NONE,Y,,,FLAT,27.6,,,
8/13/2024,2020446,NLA_GA-10057,NLA22_GA-10009,1,6/15/2022,GA,2,PROF,1,,,102.3,,,,,,,,,,B,,,3.54,,,6.35,,,,,,,,27,,,
8/13/2024,2020447,NLA_KY-10057,NLA22_KY-10019,1,6/14/2022,KY,2,PROF,2,,,232.6,,,,,,,,,,,,,8.32,,,8,,,,,,,,26.56,,,
8/13/2024,2020447,NLA_KY-10057,NLA22_KY-10019,1,6/14/2022,KY,3,PROF,3,,,232.8,,,,,,,,,,,,,8.61,,,8.02,,,,,,,,26.2,,,
8/13/2024,2020447,NLA_KY-10057,NLA22_KY-10019,1,6/14/2022,KY,4,PROF,3.7,,,221.8,,,,,,,,,,,,,10.15,,,7.95,,,,,,,,25.6,,,
8/13/2024,2020447,NLA_KY-10057,NLA22_KY-10019,1,6/14/2022,KY,0,PROF,0.1,10:24,,231.3,,,LINE,Y,,3D,37.54101,-84.18017,4.2,,,,8.59,,,8.11,,,NONE,Y,,,RIPPLES,27.42,,,
8/13/2024,2020447,NLA_KY-10057,NLA22_KY-10019,1,6/14/2022,KY,1,PROF,1,,,232,,,,,,,,,,,,,8.5,,,8.05,,,,,,,,26.8,,,
8/13/2024,2020448,NLA_TX-10220,NLA22_TX-10006,1,6/15/2022,TX,0,PROF,0.1,8:15,,,,NR,POLE,Y,,3D,28.62433,-98.408222,1.5,,,,5.56,,,8.34,,,NONE,Y,,,RIPPLES,26.7,,,
8/13/2024,2020448,NLA_TX-10220,NLA22_TX-10006,1,6/15/2022,TX,2,PROF,1,,,,,NR,,,,,,,,,,,5.53,,,8.34,,,,,,,,26.7,,,
8/13/2024,2020448,NLA_TX-10220,NLA22_TX-10006,1,6/15/2022,TX,1,PROF,0.5,,,,,NR,,,,,,,,,,,5.54,,,8.35,,,,,,,,26.7,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,7,PROF,7,,,239.2,,,,,,,,,,,,,3.5,,,7.3,,,,,,,,22,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,5,PROF,5,,,238.6,,,,,,,,,,,,,7.2,,,7.7,,,,,,,,23.5,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,1,PROF,1,,,235.1,,,,,,,,,,,,,9.1,,,8.5,,,,,,,,29.3,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,0,PROF,0.1,13:49,,235.2,,,SONAR,Y,,3D,37.14178,-90.77873,10.5,,,,9,,,8.5,,,NONE,Y,,,RIPPLES,29.4,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,8,PROF,8,,,244.2,,,,,,,,,,,,,1.7,,,7.2,,,,,,,,21.3,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,4,PROF,4,,,240.4,,,,,,,,,,,,,9.8,,,7.9,,,,,,,,24.9,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,6,PROF,6,,,244.2,,,,,,,,,,,,,6.3,,,7.6,,,,,,,,22.9,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,2,PROF,2,,,234.6,,,,,,,,,,T,,,9.6,,,8.5,,,,,,,,28.1,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,10,PROF,10,,,243.2,,,,,,,,,,,,,0.2,,,7.2,,,,,,,,20.2,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,3,PROF,3,,,244,,,,,,,,,,,,,9.9,,,8.4,,,,,,,,26.8,,,
8/13/2024,2020449,NLA_MO-10028,NES22-10140,1,6/15/2022,MO,9,PROF,9,,,243.7,,,,,,,,,,,,,1.2,,,7.2,,,,,,,,21,,,
8/13/2024,2020450,NLA_WV-10052,NLA22_WV-10026,1,6/15/2022,WV,2,PROF,1,,,180.4,,,,,,,,,,,,,6.2,,,7.75,,,,,,,,24.512,,,
8/13/2024,2020450,NLA_WV-10052,NLA22_WV-10026,1,6/15/2022,WV,3,PROF,1.4,,,181.4,,,,,,,,,,,,,5.67,,,7.67,,,,,,,,24.34,,,
8/13/2024,2020450,NLA_WV-10052,NLA22_WV-10026,1,6/15/2022,WV,1,PROF,0.5,,,180.7,,,,,,,,,,,,,6.27,,,7.75,,,,,,,,25.01,,,
8/13/2024,2020450,NLA_WV-10052,NLA22_WV-10026,1,6/15/2022,WV,0,PROF,0.1,10:46,,181.7,,,SONAR,Y,,3D,39.246,-80.4648,1.95,,,,6.12,,,7.66,,,NONE,,Y,Bug exuviae with some algae,RIPPLES,25.94,,,
8/13/2024,2020451,NLA_NM-10132,NLA22_NM-10052,1,6/15/2022,NM,2,PROF,1,,,,,NR,,,,,,,,,,,8.8,,,9.3,,,,,,,,19.8,,,
8/13/2024,2020451,NLA_NM-10132,NLA22_NM-10052,1,6/15/2022,NM,1,PROF,0.5,,,,,NR,,,,,,,,,,,8.7,,,9.3,,,,,,,,19.8,,,
8/13/2024,2020451,NLA_NM-10132,NLA22_NM-10052,1,6/15/2022,NM,0,PROF,0.1,10:26,,,,NR,SONAR,Y,,,36.34533,-104.89639,2.9,,,,8.7,,,9.3,,,NONE,Y,,,CHOPPY,19.8,,,
8/13/2024,2020451,NLA_NM-10132,NLA22_NM-10052,1,6/15/2022,NM,4,PROF,2,,,,,NR,,,,,,,,,,,9.6,,,9.4,,,,,,,,19.7,,,
8/13/2024,2020451,NLA_NM-10132,NLA22_NM-10052,1,6/15/2022,NM,3,PROF,1.5,,,,,NR,,,,,,,,,,,9.3,,,9.4,,,,,,,,19.8,,,
8/13/2024,2020451,NLA_NM-10132,NLA22_NM-10052,1,6/15/2022,NM,5,PROF,2.4,,,,,NR,,,,,,,,,,,9.6,,,9.4,,,,,,,,19.7,,,
8/13/2024,2020452,NLA_LA-10456,NLA22_LA-10320,1,6/15/2022,LA,2,PROF,2,,,,,NR,,,,,,,,,,,0.3,,,5.8,,,,,,,,25.7,,,
8/13/2024,2020452,NLA_LA-10456,NLA22_LA-10320,1,6/15/2022,LA,3,PROF,2.9,,,,,NR,,,,,,,,B,,,0.1,,,6,,,,,,,,19.5,,,
8/13/2024,2020452,NLA_LA-10456,NLA22_LA-10320,1,6/15/2022,LA,0,PROF,0.1,9:57,,,,NR,SONAR,Y,,3D,32.17336,-93.53549,3.4,,,,7.4,,,6.8,,,NONE,Y,,,RIPPLES,31,,,
8/13/2024,2020452,NLA_LA-10456,NLA22_LA-10320,1,6/15/2022,LA,1,PROF,1,,,,,NR,,,,,,,,T,,,5.5,,,6.5,,,,,,,,30.3,,,
8/13/2024,2020454,NLA_PA-10084,NLA22_PA-10041,1,6/16/2022,PA,3,PROF,1.5,,,368,,,,,,,,,,,,,1.8,,,7.28,,,,,,,,23.3,,,
8/13/2024,2020454,NLA_PA-10084,NLA22_PA-10041,1,6/16/2022,PA,0,PROF,0.1,8:00,,320,,,SONAR,Y,,3D,40.33067,-80.33028,3.2,,,,13.5,,,8.08,,,NONE,Y,,,RIPPLES,27.1,,,
8/13/2024,2020454,NLA_PA-10084,NLA22_PA-10041,1,6/16/2022,PA,1,PROF,0.5,,,320,,,,,,,,,,,,,13.6,,,8.09,,,,,,,,27.1,,,
8/13/2024,2020454,NLA_PA-10084,NLA22_PA-10041,1,6/16/2022,PA,2,PROF,1,,,346,,,,,,,,,,T,,,9.7,,,7.75,,,,,,,,25.2,,,
8/13/2024,2020454,NLA_PA-10084,NLA22_PA-10041,1,6/16/2022,PA,4,PROF,2,,,371,,,,,,,,,,,,,0.5,,,7.2,,,,,,,,22.2,,,
8/13/2024,2020454,NLA_PA-10084,NLA22_PA-10041,1,6/16/2022,PA,5,PROF,2.5,,,385,,,,,,,,,,,,,0.4,,,7.23,,,,,,,,19.9,,,
8/13/2024,2020454,NLA_PA-10084,NLA22_PA-10041,1,6/16/2022,PA,6,PROF,2.7,,,388,,,,,,,,,,B,,,0.4,,,7.2,,,,,,,,19,,,
8/13/2024,2020455,NLA_VA-10059,NLA22_VA-10005,1,6/16/2022,VA,2,PROF,1,,,159,,,,,,,,,,,,,9.84,,,8.67,,,,,,,,28.84,,,
8/13/2024,2020455,NLA_VA-10059,NLA22_VA-10005,1,6/16/2022,VA,4,PROF,1.6,,,159,,,,,,,,,,,,,9.84,,,8.68,,,,,,,,28.8,,,
8/13/2024,2020455,NLA_VA-10059,NLA22_VA-10005,1,6/16/2022,VA,0,PROF,0.1,8:05,,159,,,LINE,Y,,3D,37.16379,-76.45055,2.1,,,,9.8,,,8.63,,,LIGHT,Y,,,FLAT,28.84,,,
8/13/2024,2020455,NLA_VA-10059,NLA22_VA-10005,1,6/16/2022,VA,3,PROF,1.5,,,159,,,,,,,,,,,,,9.87,,,8.68,,,,,,,,28.81,,,
8/13/2024,2020455,NLA_VA-10059,NLA22_VA-10005,1,6/16/2022,VA,1,PROF,0.5,,,159,,,,,,,,,,,,,9.84,,,8.65,,,,,,,,28.86,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,1,PROF,1,,,179.3,,,,,,,,,,,,,7.5,,,8.2,,,,,,,,30.1,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,3,PROF,3,,,195,,,,,,,,,,T,,,1.6,,,7.2,,,,,,,,27.8,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,2,PROF,2,,,181.5,,,,,,,,,,,,,6.3,,,7.9,,,,,,,,29.8,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,4,PROF,4,,,207.2,,,,,,,,,,B,,,0.3,,,7.1,,,,,,,,25.6,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,0,PROF,0.1,9:00,,179.2,,,SONAR,Y,,3D,36.94487,-90.30933,8.7,,,,7.5,,,8.2,,,NONE,,,,RIPPLES,30.1,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,8,PROF,8,,,227.8,,,,,,,,,,,,,0,,,7.1,,,,,,,,22,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,7,PROF,7,,,226.5,,,,,,,,,,,,,0,,,7.1,,,,,,,,22.5,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,6,PROF,6,,,225.2,,,,,,,,,,,,,0,,,7,,,,,,,,23.1,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,5,PROF,5,,,219.8,,,,,,,,,,,,,0,,,7.1,,,,,,,,23.8,,,
8/13/2024,2020456,NLA_MO-10032,NES22-10145,1,6/16/2022,MO,9,PROF,8.2,,,230.2,,,,,,,,,,,,,0,,,7.2,,,,,,,,21.6,,,
8/13/2024,2020457,NLA_SD-10201,NLA22_SD-10016,1,6/14/2022,SD,2,PROF,1,,,1152,,,,,,,,,,,,,8.4,,,8.6,,,,,,,,24.9,,,
8/13/2024,2020457,NLA_SD-10201,NLA22_SD-10016,1,6/14/2022,SD,3,PROF,1.5,,,1155,,,,,,,,,,,,,8.2,,,8.5,,,,,,,,24.7,,,
8/13/2024,2020457,NLA_SD-10201,NLA22_SD-10016,1,6/14/2022,SD,4,PROF,2,,,1155,,,,,,,,,,,,,7.9,,,8.5,,,,,,,,24.4,,,
8/13/2024,2020457,NLA_SD-10201,NLA22_SD-10016,1,6/14/2022,SD,1,PROF,0.5,,,1150,,,,,,,,,,,,,8.4,,,8.6,,,,,,,,25.04,,,
8/13/2024,2020457,NLA_SD-10201,NLA22_SD-10016,1,6/14/2022,SD,0,PROF,0.1,9:54,,1150,,,POLE,Y,,3D,43.23079,-97.03269,2.5,,,,8.42,,,8.6,,,NONE,Y,,,CHOPPY,25.18,,,Thunderstorm rolled through last night
8/13/2024,2020458,NLA_SD-10186,NLA22_SD-10001,1,6/15/2022,SD,0,PROF,0.1,8:45,,887,,,POLE,Y,,3D,42.48968,-96.4789,2.2,,,,8,,,8,,,NONE,Y,,,RIPPLES,25.6,,,
8/13/2024,2020458,NLA_SD-10186,NLA22_SD-10001,1,6/15/2022,SD,1,PROF,0.5,,,889,,,,,,,,,,,,,8,,,8,,,,,,,,25.7,,,
8/13/2024,2020458,NLA_SD-10186,NLA22_SD-10001,1,6/15/2022,SD,2,PROF,1,,,890,,,,,,,,,,,,,7.9,,,8,,,,,,,,25.7,,,
8/13/2024,2020458,NLA_SD-10186,NLA22_SD-10001,1,6/15/2022,SD,3,PROF,1.5,,,900,,,,,,,,,,,,,4.1,,,7.4,,,,,,,,24.2,,,
